,Xc1,Yc1,Xc2,Yc2,Xc3,Yc3,Xc4,Yc4,Xc5,Yc5,Xc6,Yc6,Xc7,Yc7,Xc8,Yc8,Xc9,Yc9,Xc10,Yc10,Xc11,Yc11,Xc12,Yc12,Xc13,Yc13,Xc14,Yc14,Xc15,Yc15,Xc16,Yc16,label
28411,0,0,5,4,5,3,5,0,3,5,2,2,2,2,1,0,0,0,2,3,3,1,0,0,0,0,0,4,1,2,0,0,8
28412,0,0,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,3,2,2,0,0,0,0,0,0,2,1,0,0,9
28413,0,0,0,0,5,5,5,0,0,0,5,5,2,2,0,0,0,0,3,4,0,0,0,0,0,0,1,2,0,0,0,0,1
28414,0,0,5,3,5,1,6,0,0,0,3,2,3,3,0,0,0,0,2,4,3,1,0,0,0,0,1,4,1,1,0,0,8
28415,0,0,6,6,4,2,0,0,0,0,3,5,2,0,0,0,0,0,2,4,2,2,0,0,0,0,0,5,0,1,0,0,6
28416,0,0,0,0,5,4,6,0,0,0,5,5,2,2,0,0,0,0,3,4,0,0,0,0,0,0,1,2,0,0,0,0,1
28417,0,0,6,5,6,1,0,0,0,0,3,3,3,2,0,0,0,0,0,4,3,1,0,0,0,0,2,5,1,0,0,0,9
28418,0,0,0,0,5,0,0,0,0,0,4,6,2,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,1,1,0,0,1
28419,0,0,5,3,6,6,5,0,6,6,3,2,4,5,1,0,0,5,0,2,2,3,0,0,0,0,1,6,1,1,0,0,4
28420,0,0,0,0,5,4,0,0,5,6,3,1,3,3,6,0,1,6,1,2,2,2,0,0,0,0,0,0,1,0,0,0,4
28421,0,0,0,0,5,3,4,1,0,0,4,4,1,1,0,0,4,5,1,3,2,3,0,0,0,5,0,3,0,0,0,0,5
28422,0,0,5,6,5,0,0,0,0,0,0,0,2,0,0,0,0,0,4,5,2,0,0,0,0,0,1,5,0,0,0,0,1
28423,0,0,6,6,6,3,6,0,0,0,3,3,2,2,0,0,0,0,0,3,2,1,0,0,0,0,2,5,0,0,0,0,9
28424,0,0,5,5,5,1,0,0,0,0,3,3,2,2,0,0,0,0,5,3,3,2,0,0,0,0,0,3,0,2,0,0,3
28425,0,0,0,0,0,0,0,0,2,5,2,2,4,2,0,0,0,0,0,0,3,2,0,0,0,0,4,6,2,0,0,0,7
28426,0,0,0,0,5,1,0,0,0,0,5,5,2,0,0,0,0,0,3,5,2,0,0,0,0,0,0,5,0,0,0,0,1
28427,0,0,0,0,5,2,0,0,6,5,3,3,2,2,0,0,1,5,2,2,3,3,3,0,0,0,0,0,0,3,0,0,4
28428,0,0,5,5,4,1,0,0,0,0,2,5,3,0,0,0,0,0,5,3,2,2,0,0,0,0,0,3,0,0,0,0,5
28429,6,5,0,0,6,6,6,0,2,5,3,0,2,5,3,0,1,5,1,2,1,3,3,0,0,0,0,0,1,6,1,1,4
28430,0,0,5,4,5,0,0,0,0,0,4,4,2,1,0,0,0,0,0,4,2,3,0,0,0,0,0,5,0,1,0,0,3
28431,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,0,0,0,4,2,2,0,0,0,0,0,0,2,3,0,0,9
28432,0,0,6,2,6,4,0,0,0,0,2,3,2,3,0,0,0,0,1,3,2,2,0,0,0,0,0,0,1,1,0,0,4
28433,0,0,0,0,5,3,0,0,0,0,6,6,3,1,0,0,0,0,3,5,0,0,0,0,0,0,0,4,0,0,0,0,1
28434,0,0,5,5,5,2,0,0,3,6,3,2,2,2,0,0,0,0,2,4,2,3,5,0,0,0,0,5,0,2,0,0,8
28435,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,5,6,2,1,0,0,0,0,2,5,1,0,0,0,7
28436,0,0,0,0,5,2,5,0,0,0,3,5,2,3,1,0,2,5,3,2,3,3,1,0,0,0,0,5,0,0,0,0,3
28437,0,0,0,0,0,0,0,0,2,4,2,2,3,3,5,0,0,0,0,0,3,4,0,0,0,0,6,6,2,2,0,0,7
28438,0,0,5,2,5,3,0,0,4,6,3,1,3,3,0,0,0,0,0,3,2,3,0,0,0,0,0,0,1,4,1,0,4
28439,0,0,0,0,6,0,0,0,0,0,3,3,2,2,5,0,0,0,1,2,2,2,0,0,0,0,0,0,1,1,0,0,4
28440,0,0,5,4,4,2,0,0,0,0,0,4,3,3,0,0,0,0,3,3,3,1,5,0,0,0,0,2,0,4,0,0,2
28441,0,0,5,6,5,0,0,0,0,0,3,6,2,0,0,0,0,0,3,6,3,0,0,0,0,0,0,6,0,0,0,0,1
28442,0,0,6,6,5,3,5,0,6,6,3,3,1,1,3,1,3,5,3,1,3,3,0,0,0,5,0,2,0,0,0,0,0
28443,0,0,5,4,5,2,0,0,5,6,2,2,1,4,4,0,3,5,2,0,3,5,2,0,0,5,0,3,0,2,0,0,0
28444,0,0,5,5,5,2,6,0,5,5,2,2,1,4,3,0,3,5,3,2,3,3,0,0,0,5,0,2,0,0,0,0,0
28445,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,4,6,2,0,0,0,0,0,2,6,2,0,0,0,7
28446,0,0,0,0,6,6,5,1,0,0,4,4,2,2,0,0,0,0,1,3,3,2,0,0,1,6,0,2,1,3,3,1,5
28447,0,0,0,0,5,4,5,0,0,0,4,3,1,3,2,0,4,5,3,2,2,3,0,0,0,5,0,2,0,0,0,0,0
28448,0,0,5,4,5,3,5,0,4,6,3,2,2,2,0,0,0,0,5,2,3,4,0,0,0,0,1,3,1,2,0,0,5
28449,0,0,0,0,0,0,0,0,4,4,1,3,2,3,2,0,1,5,3,2,2,3,0,0,0,0,0,0,2,4,0,0,9
28450,0,0,6,6,4,2,0,0,0,0,3,4,1,1,0,0,0,0,3,4,3,2,0,0,0,0,0,4,0,1,0,0,6
28451,0,0,4,5,5,1,0,0,0,0,4,4,2,2,0,0,0,0,3,2,3,3,0,0,0,0,0,3,0,0,0,0,0
28452,0,0,5,5,5,1,0,0,0,0,2,3,2,5,4,0,0,0,3,2,3,4,0,0,0,0,0,4,0,1,0,0,0
28453,0,0,0,0,0,0,0,0,0,0,3,5,3,2,1,1,3,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,5
28454,0,0,6,5,6,3,6,0,2,5,2,2,2,3,1,0,0,0,3,3,2,2,0,0,0,0,2,3,1,1,0,0,8
28455,0,0,6,5,6,1,0,0,4,6,2,2,2,3,0,0,1,6,3,2,3,3,4,0,0,0,0,5,0,0,0,2,9
28456,0,0,5,5,5,0,0,0,0,0,3,4,2,1,0,0,0,0,3,5,2,1,0,0,0,0,1,4,0,0,0,0,9
28457,0,0,0,0,5,3,0,0,0,0,6,6,2,2,0,0,0,0,4,5,1,0,0,0,0,0,1,3,0,0,0,0,1
28458,0,0,6,6,5,3,5,0,0,0,3,4,2,2,0,0,0,0,2,3,2,1,0,0,0,0,1,2,0,1,0,0,8
28459,0,0,5,6,5,0,0,0,0,0,3,5,2,0,0,0,0,0,3,5,2,0,0,0,0,0,1,5,1,0,0,0,1
28460,0,0,0,0,0,0,6,2,0,0,4,5,1,2,0,1,3,5,4,3,4,0,0,0,0,0,0,4,0,0,0,0,5
28461,0,0,5,5,5,1,0,0,0,0,2,3,2,3,4,0,0,0,3,2,3,3,0,0,0,0,1,3,0,0,0,0,0
28462,0,0,0,0,5,3,6,0,0,0,3,4,2,2,0,0,0,0,2,4,3,0,0,0,0,0,1,4,1,0,0,0,8
28463,0,0,5,4,5,1,0,0,0,0,2,3,0,3,0,0,0,0,1,4,3,2,0,0,0,0,1,3,0,1,0,0,5
28464,0,0,6,5,6,1,0,0,0,0,0,4,2,3,0,0,0,0,2,3,2,2,0,0,0,0,0,0,0,5,2,0,2
28465,0,0,0,0,5,4,5,0,0,0,6,6,3,2,0,0,0,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,1
28466,6,5,5,3,5,2,0,0,0,5,3,3,3,2,6,0,0,0,0,3,2,5,3,0,0,0,1,3,1,2,0,0,3
28467,0,0,5,4,5,2,5,0,0,0,2,4,3,3,1,0,4,4,4,2,2,3,1,0,0,5,0,3,0,1,0,0,3
28468,0,0,5,3,5,4,0,0,0,0,3,2,3,4,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,1,0,0,4
28469,0,0,5,5,5,3,5,0,0,0,0,5,3,3,1,0,3,4,4,2,2,4,1,0,0,5,0,3,0,1,0,0,3
28470,0,0,0,0,5,1,0,0,0,0,3,5,2,0,0,0,0,0,3,5,2,0,0,0,0,0,0,4,0,0,0,0,1
28471,0,0,5,5,3,0,0,0,0,0,2,3,4,4,0,0,0,0,3,2,3,2,4,0,0,0,0,4,0,0,0,0,4
28472,0,0,4,3,5,0,0,0,0,0,2,4,3,2,5,0,5,5,4,0,5,5,2,1,0,5,1,3,0,2,0,0,3
28473,0,0,0,0,0,0,6,1,0,0,3,4,2,2,0,1,4,5,4,3,2,2,0,0,0,0,0,2,0,0,0,0,5
28474,0,0,6,4,6,3,6,0,1,5,1,3,2,2,0,0,2,6,4,1,2,3,0,0,0,0,0,4,1,3,0,0,5
28475,0,0,4,5,3,0,0,0,0,0,2,3,5,3,0,0,0,0,3,3,2,2,1,0,0,0,0,5,0,1,0,0,6
28476,0,0,5,6,4,1,0,0,0,0,3,4,1,0,0,0,0,0,3,4,2,2,0,0,0,0,0,5,0,0,0,0,6
28477,0,0,5,4,5,2,0,0,0,0,2,4,2,2,0,0,0,0,3,5,2,1,0,0,0,0,1,4,1,1,0,0,8
28478,0,0,5,5,5,1,0,0,0,0,0,0,3,3,0,0,0,0,5,5,1,1,0,0,0,0,1,3,0,0,0,0,7
28479,0,0,0,0,0,0,0,0,4,4,3,2,3,3,5,0,0,5,0,0,4,5,2,0,0,0,0,0,2,3,0,0,7
28480,4,6,5,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,3,4,5,3,4,1,0,0,0,4,0,2,0,0,2
28481,0,0,5,5,5,0,0,0,0,0,2,5,3,0,0,0,0,0,2,6,3,0,0,0,0,0,1,6,1,0,0,0,1
28482,0,0,5,6,5,1,0,0,0,0,3,4,2,3,0,0,0,0,2,3,2,3,0,0,0,0,0,4,0,1,0,0,0
28483,0,0,5,5,5,1,0,0,0,0,4,3,2,3,5,0,3,5,2,0,3,5,1,0,0,6,1,3,0,1,0,0,0
28484,0,0,5,5,4,0,0,0,0,0,3,4,4,3,5,0,0,0,2,3,4,4,1,0,0,0,0,5,0,1,0,0,6
28485,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,1,3,2,2,0,0,0,0,0,0,2,3,0,0,9
28486,0,0,5,3,5,1,0,0,0,0,3,3,3,2,0,0,0,0,0,4,2,4,3,0,0,0,1,4,1,2,0,0,5
28487,0,0,5,5,4,0,0,0,0,0,3,4,4,2,0,0,0,0,2,3,3,3,0,0,0,0,0,4,0,0,0,0,6
28488,0,0,0,0,5,1,0,0,0,0,4,5,2,0,0,0,0,0,2,5,3,0,0,0,0,0,0,5,0,1,0,0,1
28489,0,0,4,4,3,0,0,0,0,0,2,2,5,3,5,1,1,6,3,2,3,2,1,1,0,0,0,4,0,1,0,0,6
28490,0,0,5,5,5,3,5,0,0,0,2,4,3,3,0,0,5,5,3,3,2,1,0,0,0,5,0,3,0,1,0,0,8
28491,0,0,5,5,5,0,0,0,0,0,2,3,2,3,0,0,0,0,3,2,3,4,0,0,0,0,0,4,0,2,0,0,0
28492,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,0,0,0,3,3,2,0,0,0,0,0,0,2,3,0,0,9
28493,0,0,4,4,5,0,0,0,0,0,4,4,1,2,0,0,0,0,2,3,3,1,0,0,0,0,0,3,0,0,0,0,3
28494,0,0,0,0,0,0,0,0,0,0,4,3,2,2,1,1,4,6,3,3,3,1,0,0,0,0,0,3,0,0,0,0,5
28495,0,0,0,0,5,4,5,0,6,6,4,3,3,3,1,0,2,5,2,2,2,1,0,0,0,0,1,4,0,0,0,0,9
28496,0,0,6,4,0,0,6,0,0,0,2,2,3,4,0,0,0,0,1,3,2,2,0,0,0,0,0,0,1,2,0,0,4
28497,0,0,6,5,6,1,0,0,0,0,2,2,1,3,0,0,0,0,1,4,2,2,0,0,0,0,0,0,2,1,0,0,9
28498,0,0,6,5,5,3,5,1,0,0,2,4,3,3,1,1,0,0,3,3,2,0,0,0,1,6,1,2,0,0,0,0,8
28499,6,6,5,3,6,0,0,0,0,6,0,2,2,1,0,0,0,0,3,3,3,2,3,1,0,0,0,0,0,0,0,0,2
28500,0,0,6,4,6,1,0,0,0,0,2,3,2,1,0,0,0,0,1,2,2,1,0,0,0,0,2,6,1,0,0,0,7
28501,0,0,6,5,5,2,0,0,5,5,2,2,0,3,3,1,3,5,3,0,5,4,2,1,0,5,1,3,0,2,0,0,0
28502,0,0,5,4,5,0,0,0,4,5,1,1,2,3,5,0,2,5,3,0,6,5,2,1,0,6,0,3,0,2,0,0,0
28503,0,0,5,4,4,2,0,0,0,0,4,4,2,2,0,0,6,5,0,4,2,3,0,0,0,5,1,2,0,1,0,0,3
28504,0,0,0,0,0,0,0,0,0,0,3,4,2,3,2,0,0,0,4,4,1,1,0,0,0,0,2,2,0,0,0,0,7
28505,0,0,0,0,5,4,5,0,0,0,3,5,2,2,4,0,0,0,3,3,2,0,0,0,0,0,0,3,0,0,0,0,8
28506,0,0,5,4,5,0,0,0,5,6,2,2,2,3,4,0,0,6,3,1,3,4,1,0,0,0,0,3,0,1,0,0,0
28507,0,0,6,5,6,0,0,0,0,0,2,2,3,2,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,1,0,0,9
28508,5,5,4,2,5,0,0,0,0,0,5,4,3,1,0,0,5,5,2,2,2,4,4,0,0,6,0,3,0,2,0,0,3
28509,0,0,6,5,6,0,6,0,0,0,3,4,3,4,0,0,0,0,1,3,2,1,0,0,0,0,2,5,0,0,0,0,4
28510,0,0,0,0,5,1,0,0,0,0,4,5,2,0,0,0,0,0,3,5,2,0,0,0,0,0,1,5,0,0,0,0,1
28511,0,0,6,6,6,2,6,0,0,0,3,3,2,4,1,0,0,0,2,4,1,1,0,0,0,0,1,2,0,0,0,0,9
28512,0,0,4,4,3,0,0,0,5,6,2,1,5,3,5,1,2,6,3,2,1,2,2,2,0,6,0,1,0,4,0,0,6
28513,0,0,0,0,5,4,0,0,0,0,3,3,3,3,0,0,0,0,3,4,2,1,0,0,0,0,0,4,0,0,0,0,8
28514,0,0,0,0,0,0,5,2,6,6,3,3,3,4,1,1,1,5,1,2,2,2,0,0,0,0,2,5,0,0,0,0,4
28515,0,0,6,6,5,1,0,0,0,0,3,4,2,1,0,0,2,5,1,2,2,2,2,0,0,0,2,6,1,0,0,0,4
28516,0,0,4,4,5,1,0,0,4,5,1,1,0,4,4,0,2,5,5,1,5,3,3,1,0,0,0,4,0,2,0,0,0
28517,0,0,0,0,6,3,6,0,5,5,3,3,2,3,3,0,3,5,4,2,3,3,0,0,0,5,0,2,0,0,0,0,0
28518,0,0,0,0,6,4,6,1,0,0,4,5,1,2,0,1,5,6,4,2,3,1,0,0,0,6,0,3,0,0,0,0,5
28519,0,0,0,0,5,5,4,0,0,0,5,5,3,3,0,0,0,0,3,3,0,0,0,0,0,6,0,1,0,0,0,0,1
28520,0,0,5,5,5,2,0,0,0,0,2,2,0,5,3,0,3,6,2,0,4,4,1,0,0,6,1,3,0,1,0,0,0
28521,0,0,0,0,5,3,5,1,0,0,5,6,2,1,0,0,0,0,3,5,1,0,0,0,0,0,1,4,0,0,0,0,1
28522,0,0,5,5,5,2,6,0,0,0,3,3,2,3,1,0,0,0,3,4,2,1,0,0,0,0,1,3,0,0,0,0,8
28523,0,0,0,0,5,5,5,0,6,6,3,2,3,4,1,0,0,6,1,2,2,2,0,0,0,0,0,0,0,1,0,0,4
28524,0,0,0,0,0,0,0,0,0,0,4,4,2,3,2,0,0,0,2,4,1,0,0,0,0,0,2,3,0,0,0,0,9
28525,0,0,0,0,4,2,0,0,0,0,4,4,3,2,5,0,0,0,3,3,2,2,0,0,0,0,0,3,0,0,0,0,6
28526,0,0,4,3,3,1,0,0,0,0,3,4,4,2,0,0,0,0,2,4,2,2,0,0,0,0,0,0,0,0,0,0,6
28527,0,0,0,0,4,3,0,0,0,0,5,5,2,1,0,0,0,0,3,3,3,1,0,0,0,0,0,2,0,0,0,0,6
28528,0,0,0,0,0,0,0,0,0,0,4,4,2,3,2,1,6,6,3,3,0,1,0,0,1,6,1,2,0,0,0,0,8
28529,0,0,6,5,6,6,6,1,5,6,3,3,3,3,1,0,0,6,4,4,2,1,0,0,3,5,1,2,0,0,0,0,7
28530,0,0,5,5,5,2,5,0,0,0,3,4,1,3,3,0,4,5,3,2,3,3,1,0,0,5,0,2,0,1,0,0,0
28531,0,0,6,2,6,4,0,0,0,0,2,2,3,2,0,0,0,0,1,4,3,1,0,0,0,0,2,6,1,0,0,0,4
28532,0,0,6,5,6,1,0,0,0,0,3,3,3,3,0,0,0,0,2,4,2,2,0,0,0,0,1,4,0,0,0,0,9
28533,0,0,0,0,6,4,6,0,5,6,3,3,1,2,2,1,3,5,3,1,3,3,0,0,0,5,0,2,0,0,0,0,0
28534,0,0,0,0,6,2,0,0,6,6,2,3,2,3,3,0,0,6,2,2,2,1,0,0,0,0,2,4,0,0,0,0,9
28535,0,0,0,0,0,0,0,0,1,5,0,2,2,3,1,0,0,0,5,6,2,2,0,0,0,0,2,5,1,0,0,0,7
28536,0,0,5,5,4,1,0,0,0,6,3,4,4,2,0,0,0,0,3,3,2,2,0,0,0,0,0,4,0,0,0,0,6
28537,0,0,6,5,6,1,0,0,0,0,2,3,2,3,0,0,0,0,2,3,2,2,0,0,0,0,0,0,1,4,0,0,9
28538,0,0,0,0,5,1,0,0,0,0,4,6,2,1,0,0,0,0,3,5,2,0,0,0,0,0,0,4,0,0,0,0,1
28539,0,0,4,4,0,0,0,0,0,0,3,4,4,2,0,0,0,0,2,5,2,2,2,0,0,0,0,5,0,1,0,0,6
28540,0,0,4,5,4,2,0,0,0,0,5,4,2,2,0,0,0,0,3,2,4,2,2,0,0,0,0,3,0,0,0,0,2
28541,0,0,6,3,6,6,6,0,5,5,2,2,3,4,0,0,1,5,2,2,2,3,0,0,0,0,0,0,1,1,0,0,4
28542,0,0,4,5,5,0,0,0,0,0,2,6,3,0,0,0,0,0,3,6,2,0,0,0,0,0,0,6,1,0,0,0,1
28543,0,0,5,4,5,1,0,0,0,0,0,2,2,1,0,0,0,0,3,4,3,2,0,0,0,0,0,4,0,2,0,0,2
28544,0,0,0,0,5,3,0,0,0,0,5,5,2,1,0,0,0,0,3,4,1,0,0,0,0,0,0,4,0,0,0,0,1
28545,0,0,5,4,5,1,0,0,0,0,2,2,3,2,0,0,0,0,2,4,2,2,0,0,0,0,1,5,1,2,0,0,8
28546,6,6,5,3,5,1,0,0,0,6,2,2,3,4,2,0,0,0,4,4,2,2,0,0,0,0,1,3,1,1,0,0,8
28547,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,1,3,2,1,0,0,0,0,4,6,2,0,0,0,9
28548,0,0,0,0,0,0,0,0,0,0,4,4,2,2,2,1,5,6,2,3,2,1,0,0,0,6,0,2,0,0,0,0,5
28549,0,0,6,6,4,3,0,0,0,0,3,4,3,1,0,0,0,0,2,3,2,3,2,0,0,0,0,5,0,1,0,0,6
28550,6,6,6,2,6,0,0,0,0,5,0,2,2,2,0,0,0,0,2,4,3,2,5,0,0,0,1,6,1,0,0,0,7
28551,0,0,4,2,0,0,0,0,0,0,2,0,4,4,5,0,0,0,3,2,3,2,2,0,0,0,0,5,0,1,0,0,6
28552,0,0,5,5,5,2,5,0,0,0,2,4,4,3,1,1,6,6,3,3,2,0,0,0,1,6,1,2,0,0,0,0,8
28553,0,0,5,5,4,0,0,0,5,6,2,2,1,3,3,1,3,5,3,1,4,3,1,0,0,6,0,3,0,1,0,0,0
28554,0,0,4,5,4,0,0,0,0,0,2,5,3,0,0,0,0,0,3,5,3,1,0,0,0,0,0,5,0,0,0,0,1
28555,0,0,0,0,0,0,0,0,0,0,3,4,2,2,0,0,0,0,1,4,2,1,0,0,0,0,2,6,2,0,0,0,9
28556,0,0,5,6,5,3,0,0,0,0,4,4,2,3,2,0,4,6,3,2,3,2,0,0,0,6,0,3,0,0,0,0,0
28557,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,0,0,0,4,5,1,0,0,0,0,0,2,4,0,0,0,0,7
28558,0,0,6,5,6,1,6,0,0,0,2,3,2,3,0,0,0,0,3,4,2,0,0,0,0,0,2,4,0,0,0,0,7
28559,0,0,5,3,5,1,0,0,0,6,0,1,3,2,0,0,4,6,4,3,3,2,4,1,0,0,0,0,0,0,0,0,2
28560,0,0,4,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,3,4,2,3,0,0,0,0,0,5,0,2,0,0,3
28561,0,0,6,5,5,3,5,0,0,0,1,4,3,3,1,0,6,5,0,3,3,1,0,0,0,5,1,3,0,0,0,0,3
28562,0,0,5,4,5,2,6,0,5,5,2,2,0,3,3,1,2,5,4,1,5,4,2,1,0,0,0,3,0,2,0,0,0
28563,0,0,5,3,5,0,0,0,0,0,2,3,2,1,0,0,0,0,0,4,2,3,0,0,0,0,1,3,1,1,0,0,3
28564,0,0,0,0,6,6,6,0,0,0,4,3,3,4,0,0,2,5,1,2,1,2,0,1,0,0,0,4,0,0,0,0,4
28565,0,0,0,0,6,4,0,0,5,6,2,2,2,2,0,0,0,6,0,0,2,1,0,0,0,0,4,6,1,0,0,0,7
28566,6,5,6,1,6,1,0,0,0,5,1,3,2,2,0,0,0,0,2,4,3,2,0,0,0,0,2,4,2,2,0,0,3
28567,0,0,0,0,0,0,0,0,3,4,2,3,2,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,2,0,0,7
28568,0,0,6,5,6,1,0,0,5,6,2,2,3,3,0,0,0,0,0,3,2,2,0,0,0,0,0,0,1,1,0,0,9
28569,0,0,5,4,5,2,6,0,4,5,1,1,0,5,3,0,2,4,5,1,5,5,3,1,0,0,0,4,0,2,0,0,0
28570,0,0,5,3,6,1,0,0,0,0,3,3,3,1,0,0,0,0,0,4,2,4,3,0,0,0,1,5,1,2,0,0,5
28571,0,0,6,5,6,3,6,0,2,6,2,3,2,3,2,1,6,6,3,3,2,1,0,0,1,6,2,2,0,0,0,0,8
28572,0,0,0,0,0,0,0,0,2,5,2,2,2,3,1,0,0,0,0,0,3,3,0,0,0,0,2,6,2,1,0,0,7
28573,0,0,5,6,5,0,0,0,0,0,5,6,2,0,0,0,0,0,3,5,2,0,0,0,0,0,1,5,0,0,0,0,1
28574,0,0,0,0,5,3,0,0,0,0,5,6,2,1,0,0,0,0,3,5,2,0,0,0,0,0,0,4,0,0,0,0,1
28575,0,0,6,4,6,0,0,0,4,5,3,2,3,2,0,0,0,5,0,3,2,2,0,0,0,0,0,0,1,3,0,0,9
28576,3,2,5,5,4,2,5,0,0,0,0,5,3,4,0,0,4,5,2,3,3,2,5,0,0,5,0,0,0,4,0,0,2
28577,0,0,0,0,5,4,5,0,0,0,4,6,2,2,1,0,6,6,3,3,2,1,0,0,0,6,1,2,0,0,0,0,8
28578,0,0,6,6,4,2,0,0,0,0,3,3,2,3,4,0,4,6,3,1,3,3,1,0,0,0,0,3,0,0,0,0,0
28579,0,0,0,0,5,2,0,0,0,0,5,6,2,1,0,0,0,0,3,5,1,0,0,0,0,0,0,3,0,0,0,0,1
28580,0,0,5,4,5,1,0,0,0,0,2,4,3,2,3,0,0,0,3,4,2,1,0,0,0,0,1,5,1,1,0,0,8
28581,6,5,5,3,5,2,6,0,0,5,3,3,3,3,2,0,5,5,3,2,0,6,2,1,0,6,0,3,1,2,0,1,3
28582,0,0,5,5,5,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,2,0,0,1
28583,0,0,5,5,5,2,0,0,0,0,2,5,2,2,0,0,0,0,2,4,3,0,0,0,0,0,0,4,1,1,2,0,8
28584,0,0,6,6,5,2,6,0,0,0,3,5,2,2,0,0,0,0,3,3,2,0,0,0,0,0,0,3,0,0,0,0,8
28585,0,0,0,0,6,2,0,0,0,0,3,3,2,2,1,0,0,0,1,4,2,1,0,0,0,0,1,4,0,0,0,0,9
28586,0,0,5,5,6,0,5,4,0,0,2,3,4,4,1,1,0,0,2,3,2,1,0,0,0,0,1,5,0,0,0,0,4
28587,0,0,4,5,2,0,0,0,0,0,3,3,5,3,5,0,0,0,3,3,2,2,0,0,0,0,0,4,0,1,0,0,6
28588,0,0,5,5,5,3,5,0,0,0,2,5,3,3,0,0,5,3,5,4,3,2,0,0,0,4,0,2,0,0,0,0,3
28589,0,0,5,4,5,1,0,0,0,0,2,4,3,2,0,0,6,6,2,4,3,2,0,0,1,5,1,2,0,0,0,0,3
28590,0,0,0,0,0,0,0,0,1,4,1,3,2,3,2,0,0,0,4,5,1,1,0,0,0,0,2,4,4,0,0,0,7
28591,0,0,0,0,5,1,0,0,0,0,5,5,3,1,0,0,0,0,3,5,2,0,0,0,0,0,0,5,0,0,0,0,1
28592,0,0,5,5,5,3,5,0,0,0,2,3,3,3,1,0,6,6,2,3,3,0,0,0,0,0,1,3,0,0,0,0,8
28593,0,0,6,5,5,1,5,0,0,0,3,4,3,4,0,0,3,5,3,2,2,2,0,0,0,0,0,4,0,0,0,0,4
28594,0,0,5,4,5,1,0,0,0,0,1,3,2,3,0,0,0,0,1,5,2,1,0,0,0,0,2,3,1,1,0,0,3
28595,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,0,0,0,5,5,2,1,0,0,0,0,2,4,0,0,0,0,7
28596,0,0,5,4,5,1,0,0,0,0,2,3,3,2,5,0,0,0,5,2,3,4,2,0,0,0,0,3,0,2,0,0,5
28597,0,0,6,2,5,3,0,0,6,6,3,2,3,3,0,0,1,6,1,3,2,2,0,0,0,0,0,0,1,1,0,0,4
28598,0,0,0,0,5,4,5,0,0,0,4,4,1,2,3,0,4,6,2,2,3,3,0,0,0,6,1,2,0,0,0,0,0
28599,0,0,0,0,5,4,5,1,0,0,3,3,0,1,2,2,3,5,2,0,4,3,0,0,0,6,0,2,0,0,0,0,0
28600,0,0,5,4,5,2,6,0,0,0,3,3,3,2,0,0,6,5,0,2,3,3,0,0,0,5,1,2,0,1,0,0,3
28601,0,0,6,6,4,4,3,0,6,6,3,3,2,2,5,0,2,5,2,2,2,3,2,0,0,6,0,3,0,2,0,0,6
28602,0,0,0,0,0,0,0,0,5,4,4,2,3,3,3,0,0,4,0,0,3,3,0,0,0,0,2,6,1,1,0,0,7
28603,0,0,6,5,6,0,0,0,6,6,3,3,2,3,4,0,2,6,3,1,3,3,0,0,0,0,0,4,0,0,0,0,0
28604,0,0,0,0,5,4,3,0,0,0,4,4,1,1,0,0,0,0,3,3,4,1,0,0,0,0,0,4,0,1,0,0,6
28605,0,0,6,4,6,0,0,0,0,0,2,2,3,1,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,2,0,0,9
28606,0,0,0,0,6,3,0,0,5,5,3,2,2,3,0,0,0,5,0,3,2,2,0,0,0,0,0,0,1,2,0,0,4
28607,0,0,5,4,5,0,0,0,0,0,2,2,2,3,4,0,2,6,3,1,3,5,1,0,0,0,1,4,1,1,0,0,0
28608,0,0,0,0,5,4,0,0,0,0,5,5,2,2,0,0,0,0,3,4,1,0,0,0,0,0,0,3,0,0,0,0,1
28609,6,6,5,3,5,2,0,0,0,6,4,2,3,3,1,0,0,0,0,2,2,3,0,0,1,5,2,2,0,1,0,0,3
28610,0,0,0,0,0,0,0,0,1,5,1,2,3,3,2,0,0,0,5,6,2,2,0,0,0,0,2,5,2,0,0,0,7
